ID,Age (1999),Income (1999),Tenure (1999),District (1999),Profit (1999),Profit (2000),Online (1999),Online (2000),Billpay (1999),Billpay (2000)
567,,,15.75,1200,-59,,0,,0,
568,4,7,18.41,1300,10,102,0,0,0,0
569,1,3,5.33,1300,9,10,0,0,0,0
570,5,6,14.08,1200,-69,192,1,0,1,0
571,,,5.75,1200,11,,0,,0,
572,4,5,4.25,1200,-50,-109,0,0,0,0
573,,,6.16,1200,54,62,0,0,0,0
574,2,8,4.41,1200,379,465,0,0,0,0
575,,,1.33,1200,-56,,0,,0,
576,,,7.25,1300,0,-1,0,0,0,0
577,,,22.41,1200,105,135,0,0,0,0
578,3,7,22.16,1200,516,552,0,0,0,0
579,5,1,13.08,1200,531,527,0,0,0,0
580,2,8,4.75,1200,-113,-113,0,0,0,0
581,6,2,25.41,1200,767,647,0,0,0,0
582,4,7,17.83,1200,736,627,0,0,0,0
583,3,8,1.25,1200,120,704,0,0,0,0
584,3,7,19.83,1200,-28,-36,0,0,0,0
585,,,11.5,1300,-55,3,0,1,0,0
586,3,5,5,1100,152,129,0,0,0,0
587,4,4,3.5,1200,-4,-14,0,0,0,0
588,,,1.41,1200,-37,202,0,1,0,0
589,,,3,1200,-47,17,0,0,0,0
590,4,3,17.91,1200,-37,-10,0,0,0,0
591,,,6.58,1200,-39,,0,,0,
592,3,,7.16,1200,159,192,0,1,0,0
593,2,6,4.58,1200,82,294,0,0,0,0
594,,,3.25,1200,-56,-56,0,0,0,0
595,3,6,10.41,1300,-51,-63,0,0,0,0
596,3,6,1.91,1200,-98,,1,,0,
597,6,4,31,1200,1043,880,0,0,0,0
598,3,5,0.83,1200,1,0,1,1,0,0
599,2,4,5.25,1100,16,-44,0,0,0,0
600,,,5,1200,-29,128,0,0,0,0
601,3,6,14.58,1200,-89,-34,0,0,0,0
602,7,2,18,1200,-29,48,0,0,0,0
603,3,6,1.41,1200,44,88,0,0,0,0
604,5,9,38.58,1200,-36,-50,0,0,0,0
605,3,8,0.66,1200,348,312,0,0,0,0
606,3,6,5.83,1200,-18,-19,0,0,0,0
607,5,6,6.91,1100,-187,142,1,1,1,1
608,5,9,13.41,1200,1379,2576,0,0,0,0
609,6,3,28.41,1200,829,969,0,0,0,0
610,7,6,16.41,1100,-98,-36,1,1,1,1
611,1,4,5,1300,50,27,0,0,0,0
612,2,6,2,1200,-15,-2,1,1,0,0
613,,,7.41,1200,190,158,0,1,0,0
614,,,1.25,1200,-80,-90,0,0,0,0
615,2,9,1.5,1200,-10,388,0,0,0,0
616,,,3.83,1200,12,-32,1,1,1,1
617,2,6,4.16,1200,5,-26,0,0,0,0
618,2,4,6.33,1200,41,7,0,0,0,0
619,3,9,8.41,1200,48,128,0,0,0,0
620,5,6,2.16,1200,110,97,0,0,0,0
621,4,7,3.66,1100,-47,,0,,0,
622,,,8.75,1200,-83,-75,0,1,0,0
623,5,5,25.25,1300,-97,-100,0,0,0,0
624,2,5,7.83,1100,466,534,0,0,0,0
625,,,2.25,1100,-31,-31,0,0,0,0
626,5,4,1.5,1300,34,,0,,0,
627,4,9,23.16,1200,282,787,0,0,0,0
628,4,7,7.91,1200,-28,-56,0,1,0,0
629,5,6,1.58,1200,-89,-144,0,0,0,0
630,5,7,16.25,1200,-31,-32,0,0,0,0
631,6,1,25.75,1100,-26,-27,0,0,0,0
632,5,6,18.08,1100,165,189,0,0,0,0
633,3,9,5.41,1200,437,337,0,0,0,0
634,7,4,21.08,1100,331,535,0,0,0,0
635,7,5,9.75,1200,-125,-85,1,1,0,0
636,3,3,5,1200,881,951,0,0,0,0
637,,,4.08,1300,-4,,0,,0,
638,,,17.66,1300,-24,-17,0,0,0,0
639,3,4,6.83,1200,-46,-41,0,0,0,0
640,5,1,0.83,1200,-33,,0,,0,
641,3,3,20,1200,-51,-130,0,0,0,0
642,4,4,3.83,1200,-17,86,0,0,0,0
643,,,1.41,1300,248,,0,,0,
644,3,6,3.91,1200,-13,10,0,0,0,0
645,2,4,12.41,1100,-61,-96,0,0,0,0
646,4,6,26.58,1200,82,229,0,0,0,0
647,5,5,21.5,1300,469,424,0,0,0,0
648,2,8,6.41,1300,-123,-130,1,1,1,1
649,6,5,30.83,1200,76,64,0,0,0,0
650,,,33.66,1300,-4,21,0,0,0,0
651,2,4,2.41,1200,-64,-27,1,1,0,0
652,3,7,19.08,1200,212,291,0,0,0,0
653,4,9,1,1200,1230,651,0,0,0,0
654,3,2,6.08,1200,-31,-27,0,0,0,0
655,6,7,6.91,1200,273,186,0,1,0,1
656,,,22.08,1200,172,,0,,0,
657,,,11.66,1100,46,,0,,0,
658,,,12.5,1300,-73,-17,1,1,0,0
659,1,1,15.83,1200,-93,-46,0,1,0,0
660,,,5.16,1200,365,,0,,0,
661,7,9,12.08,1200,331,198,0,1,0,0
662,,,7.58,1100,-17,-7,0,0,0,0
663,5,3,8.83,1100,50,51,0,0,0,0
664,6,7,31.75,1200,702,677,0,0,0,0
665,,,4.5,1200,-33,-57,0,0,0,0
666,,,3.41,1100,-2,,0,,0,
667,,,9.25,1300,-34,559,0,0,0,0
668,,,1.16,1200,5,-32,0,0,0,0
669,,,18,1200,-77,-73,0,0,0,0
670,3,9,4.75,1200,349,273,0,0,0,0
671,,,16.33,1300,39,,0,,0,
672,3,1,5.75,1300,107,,0,,0,
673,3,2,4,1300,-31,168,0,0,0,0
674,5,4,31,1200,66,67,0,0,0,0
675,,,1.58,1200,-20,,0,,0,
676,,,6.25,1100,-30,,0,,0,
677,6,8,30.25,1200,189,345,0,0,0,0
678,3,9,17.66,1200,551,658,0,0,0,0
679,,,2.16,1200,306,229,1,1,0,0
680,,,1,1200,-21,,0,,0,
681,,,1.91,1200,17,-5,0,0,0,0
682,2,6,3.08,1200,-26,,1,,0,
683,3,1,14.16,1200,-45,-6,0,0,0,0
684,2,4,4.66,1200,-3,,0,,0,
685,,,8.91,1200,-184,,0,,0,
686,,,6.75,1300,-131,,0,,0,
687,3,6,7.41,1200,156,243,0,0,0,0
688,,,8.08,1200,10,429,0,1,0,0
689,,,7.5,1200,-33,,0,,0,
690,,,7.08,1200,151,354,1,1,0,0
691,4,6,7.83,1200,265,92,0,0,0,0
692,5,6,27.33,1200,140,187,0,0,0,0
693,6,2,20.91,1100,30,6,0,0,0,0
694,,,0.33,1300,3,,0,,0,
695,4,1,7.33,1100,-16,4,0,0,0,0
696,3,6,7,1200,39,-19,1,1,0,0
697,5,7,18.58,1200,499,640,0,0,0,0
698,2,,0.25,1200,13,-34,0,0,0,0
699,2,6,3.91,1200,33,69,0,0,0,0
700,,,3.91,1200,-25,-112,0,0,0,0
701,2,3,11.25,1200,-108,-89,0,0,0,0
702,5,4,7.58,1200,90,163,0,0,0,0
703,7,6,8.16,1200,137,,0,,0,
704,7,4,5.33,1200,7,79,0,0,0,0
705,,,4.83,1200,-62,-31,0,0,0,0
706,5,9,18.66,1200,93,119,0,0,0,0
707,5,6,2.5,1100,8,5,0,0,0,0
708,7,6,36.58,1200,3,95,0,0,0,0
709,7,7,7.66,1200,-95,-95,0,0,0,0
710,4,9,6.33,1200,83,-3,0,1,0,0
711,4,7,3.75,1200,463,384,0,0,0,0
712,5,7,2.91,1200,800,595,0,0,0,0
713,4,3,30.75,1200,-56,71,0,0,0,0
714,3,4,4.16,1200,121,23,1,1,0,0
715,,,4.08,1200,65,18,0,0,0,0
716,,,13.33,1200,304,986,1,1,0,0
717,,,27.08,1200,197,-4,0,0,0,0
718,4,5,12.83,1200,-82,91,0,0,0,0
719,,,25.08,1200,-1,,0,,0,
720,7,5,21.41,1300,-140,-76,0,0,0,0
721,6,3,21.66,1200,249,82,0,0,0,0
722,3,3,7.33,1200,32,9,1,1,0,0
723,5,6,1.33,1200,-6,-4,0,0,0,0
724,3,7,1.08,1200,-23,-24,0,0,0,0
725,4,5,30.08,1200,-64,-34,1,1,0,0
726,2,8,6.5,1200,-21,,0,,0,
727,,,1.91,1100,-21,-49,0,0,0,0
728,,,13.58,1300,676,,0,,0,
729,4,8,7.33,1300,119,184,0,0,0,0
730,,,1,1300,-7,1,0,0,0,0
731,,,2.91,1200,16,39,0,0,0,0
732,7,1,26.33,1200,41,143,0,0,0,0
733,4,9,23.25,1200,165,86,0,0,0,0
734,7,6,15.83,1100,-3,11,0,0,0,0
735,2,9,4.91,1200,1,389,0,0,0,0
736,4,9,18.91,1200,281,355,0,1,0,0
737,3,3,11.41,1200,181,287,0,0,0,0
738,4,6,0.91,1100,-61,-9,0,0,0,0
739,2,5,3.91,1200,-15,92,0,0,0,0
740,1,5,9.08,1200,-59,-53,1,1,0,0
741,,,2.33,1200,-37,-31,0,0,0,0
742,,,2.41,1100,-21,,0,,0,
743,3,3,2.25,1300,-72,-115,0,0,0,0
744,2,6,5.66,1200,85,224,1,1,1,0
745,,,21.91,1200,-118,-129,0,0,0,0
746,4,3,7.33,1200,-32,-51,0,1,0,0
747,3,4,8.16,1200,1,15,0,0,0,0
748,2,7,7.66,1200,-30,84,0,0,0,0
749,7,2,36,1100,-45,-105,0,0,0,0
750,4,3,0.58,1200,55,-41,1,0,0,0
751,2,1,7.58,1200,-10,-49,1,1,0,0
752,2,7,5.33,1200,-74,-104,0,0,0,0
753,2,7,4.5,1200,-106,39,0,0,0,0
754,2,4,4.91,1100,-2,-2,0,0,0,0
755,2,3,5.91,1200,-124,-1,0,0,0,0
756,2,,1.75,1200,-43,,0,,0,
757,5,1,24.33,1300,-16,66,0,0,0,0
758,2,6,7.08,1200,208,233,1,1,0,0
759,7,8,14.33,1200,52,56,0,0,0,0
760,2,4,7.5,1300,-41,-25,1,1,1,1
761,,,2.66,1200,-44,,0,,0,
762,5,8,14.83,1100,-14,-12,0,0,0,0
763,,,6.33,1100,-39,-1,1,1,0,0
764,3,7,10.25,1200,5,7,0,0,0,0
765,,,3.41,1200,12,137,0,0,0,0
766,,5,21.5,1300,-3,-34,0,0,0,0
767,3,3,3.33,1200,118,113,0,0,0,0
768,4,6,7.58,1200,495,574,0,0,0,0
769,7,5,11.16,1200,-22,-28,0,0,0,0
770,4,7,2.5,1200,67,24,0,0,0,0
771,5,4,0.91,1100,-30,-130,0,0,0,0
772,3,3,4.83,1200,571,,0,,0,
773,7,3,14.25,1200,16,18,0,0,0,0
774,4,6,14.83,1200,-2,,0,,0,
775,2,6,4.66,1200,60,137,0,0,0,0
776,,,0.16,1300,10,,1,,0,
777,5,8,17.58,1200,37,55,0,0,0,0
778,3,7,15.5,1200,1016,726,0,1,0,0
779,2,5,6.83,1200,-24,-30,1,1,1,1
780,,,1.41,1100,-122,,0,,0,
781,3,9,3.25,1200,171,1506,0,0,0,0
782,3,7,6.66,1200,82,,0,,0,
783,3,8,6.16,1200,-55,4,0,0,0,0
784,5,3,14.33,1200,-55,-26,0,0,0,0
785,,,0.41,1200,-47,-33,1,1,0,0
786,4,6,0.83,1200,-25,-30,0,0,0,0
787,2,5,7.58,1200,-2,-7,0,0,0,0
788,,,5.16,1200,4,,1,,0,
789,7,5,4.16,1200,-34,235,0,0,0,0
790,3,1,3,1200,-2,-2,0,0,0,0
791,4,6,4.66,1200,-52,-53,0,0,0,0
792,4,2,13,1200,11,36,0,0,0,0
793,4,7,16.08,1200,40,374,0,0,0,0
794,6,5,5.66,1100,15,53,0,0,0,0
795,,,1.5,1200,-64,-59,0,0,0,0
796,6,6,7.58,1200,249,350,0,0,0,0
797,,,8.58,1200,597,,0,,0,
798,2,6,5,1200,-199,101,0,0,0,0
799,3,7,8.08,1200,141,-19,0,0,0,0
800,4,7,12.25,1200,-29,-39,0,0,0,0
801,,,2.91,1300,-77,,0,,0,
802,3,3,17.08,1300,14,-2,0,1,0,1
803,4,5,5.08,1100,-28,-19,0,0,0,0
804,4,3,13.16,1200,177,,0,,0,
805,,2,0.41,1200,56,-49,0,0,0,0
806,4,5,21.66,1200,-155,-37,0,0,0,0
807,4,6,23.08,1200,-31,-1,0,0,0,0
808,2,8,8,1200,-14,191,0,0,0,0
809,5,6,27.91,1200,7,,0,,0,
810,4,7,7,1200,33,-59,1,1,0,0
811,6,4,7.08,1200,-57,,0,,0,
812,2,1,0.58,1200,199,124,0,0,0,0
813,,,9.08,1200,-72,-40,0,0,0,0
814,3,8,4.25,1200,155,,0,,0,
815,3,6,3,1200,-85,-83,1,1,0,0
816,2,7,5.08,1200,23,-36,0,0,0,0
817,,,16.83,1100,61,,0,,0,
818,2,1,0.83,1200,-120,-121,1,1,1,1
819,6,4,29.41,1200,81,-53,0,0,0,0
820,3,9,12,1200,-64,22,1,1,0,0
821,6,7,25.41,1200,-133,-142,0,0,0,0
822,3,3,15.58,1200,-62,-62,0,0,0,0
823,7,1,4.5,1300,129,139,0,0,0,0
824,6,5,17.08,1300,105,69,0,0,0,0
825,2,2,9.58,1100,57,60,1,0,0,0
826,3,5,2.41,1100,-21,-87,0,1,0,0
827,,,3.66,1300,-45,,0,,0,
828,7,7,17.25,1200,846,1103,0,0,0,0
829,6,1,7.25,1200,-63,34,0,0,0,0
830,4,7,14.83,1300,206,186,0,0,0,0
831,4,7,17.66,1200,-103,-103,0,0,0,0
832,2,7,11.41,1200,-2,-5,1,1,0,0
833,,,4.25,1200,-6,,0,,0,
834,5,7,10.41,1200,124,-61,0,0,0,0
835,,3,0.91,1200,-5,-20,0,0,0,0
836,3,3,0.83,1200,-21,-24,0,0,0,0
837,4,7,3.5,1200,-5,-61,0,1,0,0
838,4,6,10.58,1200,141,306,0,0,0,0
839,4,9,4.66,1200,326,546,0,0,0,0
840,,,19.33,1200,108,,0,,0,
841,4,3,9.66,1200,-69,-65,0,0,0,0
842,,,3.91,1200,-13,-1,0,0,0,0
843,5,9,6.66,1200,1130,1183,0,0,0,0
844,7,1,26.25,1200,-61,,0,,0,
845,3,1,16.58,1300,-34,-29,1,1,0,0
846,3,8,10.58,1200,-75,-47,1,1,0,0
847,4,6,26.75,1200,25,206,0,0,0,0
848,4,2,3.83,1200,-122,-109,0,0,0,0
849,7,6,30.08,1200,292,227,0,0,0,0
850,5,6,13.83,1200,-29,,0,,0,
851,5,6,5.16,1200,76,142,0,0,0,0
852,4,3,1.16,1200,-6,78,0,0,0,0
853,,,10.08,1200,-38,-16,0,0,0,0
854,2,7,6.75,1200,422,213,0,0,0,0
855,4,6,10.91,1200,-23,51,0,0,0,0
856,4,6,28.41,1300,302,175,0,1,0,0
857,,,19.41,1300,187,216,0,0,0,0
858,4,5,13.5,1100,3,60,0,0,0,0
859,6,8,23.5,1200,-66,73,0,0,0,0
860,3,5,1.5,1200,-29,,0,,0,
861,,,11.5,1200,385,365,0,0,0,0
862,6,6,28.16,1200,344,298,0,0,0,0
863,6,6,2.91,1200,-53,17,0,1,0,0
864,,,30.41,1300,510,-121,0,0,0,0
865,,,7.83,1300,-17,-16,0,0,0,0
866,4,8,15.91,1200,520,380,0,0,0,0
867,2,3,8.75,1200,390,-85,1,1,0,0
868,,,4.25,1200,-47,102,0,0,0,0
869,3,6,12.75,1200,179,253,0,0,0,0
870,,,5.83,1200,46,-37,0,0,0,0
871,,,7.5,1200,-31,-31,0,0,0,0
872,4,6,15.25,1200,-39,,1,,0,
873,4,8,3,1200,185,195,1,1,0,0
874,,,2.5,1200,-55,,1,,0,
875,3,8,12.58,1200,465,810,0,1,0,0
876,5,6,7.83,1200,375,191,0,0,0,0
877,,,4.83,1100,351,,0,,0,
878,2,8,6.66,1300,-42,-4,0,0,0,0
879,7,5,2.58,1300,70,32,0,0,0,0
880,,,8.25,1200,129,44,0,0,0,0
881,4,1,23.91,1100,-5,-15,0,0,0,0
882,3,8,17.5,1200,48,3565,0,1,0,0
883,5,4,26.16,1300,42,-33,0,0,0,0
884,6,6,30.41,1200,-67,-64,0,0,0,0
885,,,0.41,1200,1,,0,,0,
886,3,9,18.08,1200,70,233,0,0,0,0
887,5,6,13.16,1200,875,,0,,0,
888,6,6,1.41,1100,-31,,0,,0,
889,3,9,6.75,1200,-34,21,1,1,0,0
890,,,13.25,1200,14,-7,0,0,0,0
891,1,9,0.91,1200,-27,17,1,1,0,0
892,5,2,3.41,1200,15,-59,1,1,0,0
893,3,7,9.41,1200,-3,-58,0,0,0,0
894,5,9,26.75,1200,617,273,0,1,0,0
895,3,1,5.91,1200,-19,-18,0,0,0,0
896,6,7,23.83,1200,43,-107,0,0,0,0
897,,,5.66,1200,19,-99,0,0,0,0
898,,,14.08,1200,957,577,0,0,0,0
899,,,29.16,1300,821,263,0,0,0,0
900,5,4,27.91,1200,-128,-130,0,0,0,0
901,6,1,8.16,1300,169,207,0,0,0,0
902,3,9,4.83,1200,185,140,0,0,0,0
903,4,7,26.33,1200,3,-40,0,1,0,0
904,,,2.25,1100,-70,-88,0,0,0,0
905,,,1.58,1200,317,,0,,0,
906,4,4,1.58,1300,-4,,1,,0,
907,2,1,8.08,1200,-22,-22,1,1,0,0
908,3,4,20.33,1300,-146,331,0,0,0,0
909,1,3,2.5,1200,-28,-3,0,0,0,0
910,,,1.91,1200,122,-116,1,1,0,0
911,3,7,19.58,1200,-22,-22,0,0,0,0
912,3,,5,1200,44,-8,0,0,0,0
913,7,6,31.58,1200,-28,,0,,0,
914,7,3,22.08,1200,239,628,0,0,0,0
915,4,7,3.41,1200,101,-6,0,0,0,0
916,,,8.5,1300,-60,-41,0,0,0,0
917,4,8,10.16,1200,1095,1082,0,0,0,0
918,,,1.41,1200,-8,,0,,0,
919,2,1,2.58,1200,6,40,1,1,0,0
920,,,4.83,1200,-3,,0,,0,
921,,,0.33,1300,-32,,0,,0,
922,7,,23.75,1200,714,303,0,0,0,0
923,5,6,6.41,1200,-54,-29,0,0,0,0
924,2,3,1.08,1200,-109,-69,0,0,0,0
925,5,6,7.58,1100,-31,-31,0,0,0,0
926,2,5,5.41,1100,-62,-10,0,0,0,0
927,,,10.75,1200,203,185,0,0,0,0
928,,,7.58,1100,-44,-82,0,1,0,1
929,3,5,13.83,1200,62,-4,0,0,0,0
930,3,6,9.5,1200,28,290,0,0,0,0
931,,1,1.41,1100,-67,,0,,0,
932,3,,1.5,1300,-1,1,0,0,0,0
933,3,8,4.33,1200,501,434,0,0,0,0
934,3,6,9.08,1200,746,1154,0,0,0,0
935,,,5.33,1200,5,,0,,0,
936,,,1.41,1300,-9,-91,0,0,0,0
937,,,7.41,1200,-97,-22,0,0,0,0
938,5,4,1.25,1200,174,279,0,1,0,0
939,5,3,14.41,1200,-159,-105,0,0,0,0
940,,,1.5,1300,-40,-28,0,0,0,0
941,2,6,6.33,1200,-63,109,0,0,0,0
942,,,2.5,1200,605,,0,,0,
943,4,9,0.66,1200,-3,-61,0,0,0,0
944,2,6,8.16,1200,-15,11,0,1,0,0
945,3,6,4.75,1100,-32,-27,0,0,0,0
946,5,7,9.5,1200,709,777,0,0,0,0
947,5,3,33.08,1300,-126,-172,0,0,0,0
948,5,2,37.25,1200,215,264,0,0,0,0
949,4,7,6.41,1200,-27,-36,0,0,0,0
950,,,9.66,1200,-44,2,0,0,0,0
951,7,4,22.91,1200,90,55,0,0,0,0
952,2,3,7.08,1200,-34,46,0,0,0,0
953,7,7,7.83,1200,-57,-43,0,0,0,0
954,3,8,2.58,1200,-7,14,0,0,0,0
955,,1,4.25,1200,-11,,0,,0,
956,4,4,13.83,1200,166,498,1,1,0,0
957,,,16.25,1300,206,-114,0,0,0,0
958,7,5,24.91,1300,21,-23,0,0,0,0
959,,,0.66,1200,-35,,1,,0,
960,4,9,12.58,1200,146,-34,0,0,0,0
961,,,1.33,1200,-80,-22,0,0,0,0
962,6,1,24.16,1100,2039,2528,0,0,0,0
963,3,4,22.91,1100,-26,-64,0,0,0,0
964,,3,2.58,1100,-50,,0,,0,
965,5,6,25.83,1200,1599,1453,0,0,0,0
966,5,7,4,1200,77,394,0,0,0,0
967,4,6,14.58,1100,28,26,0,0,0,0
968,4,5,16.91,1200,78,80,0,0,0,0
969,,,0.41,1200,1,,0,,0,
970,,,14.33,1200,416,761,0,0,0,0
971,,,1.41,1100,-15,-28,0,0,0,0
972,,,2.16,1200,-55,423,1,0,0,0
973,,,3.83,1200,-15,,0,,0,
974,3,6,6.5,1200,-56,-88,1,1,1,1
975,7,4,18.16,1200,76,-27,0,0,0,0
976,4,7,10.5,1200,141,50,0,0,0,0
977,,,7.5,1100,-30,-30,0,0,0,0
978,4,2,22.25,1300,16,131,0,0,0,0
979,3,6,7.5,1100,-39,-16,0,0,0,0
980,7,3,15.5,1200,-16,41,0,0,0,0
981,7,9,4.5,1200,224,269,0,0,0,0
982,,,5.25,1200,530,-24,0,0,0,0
983,4,6,4.41,1100,-44,,0,,0,
984,,,1.08,1200,15,,0,,0,
985,2,5,4.58,1200,-17,-24,1,1,1,0
986,,,2.66,1100,-2,11,0,0,0,0
987,,,13,1300,24,,0,,0,
988,3,6,0.66,1200,-23,,0,,0,
989,5,6,27.75,1200,854,358,0,0,0,0
990,7,8,12.66,1200,195,-5,0,0,0,0
991,,,5.41,1200,48,59,0,0,0,0
992,3,8,3.75,1300,49,201,0,0,0,0
993,,,7.66,1200,211,195,0,1,0,0
994,4,9,25.33,1200,-13,-54,0,0,0,0
995,3,3,4.58,1100,-58,,0,,0,
996,6,2,15.5,1100,87,69,0,0,0,0
997,5,7,8.41,1200,127,152,0,0,0,0
998,4,7,13.5,1200,233,174,0,0,0,0
999,3,4,14.16,1200,294,316,0,1,0,0
1000,,,12.83,1200,150,145,0,0,0,0
1001,,,33.66,1300,-17,2,0,0,0,0
1002,1,1,12.16,1300,-17,-28,1,1,0,0
1003,,,6.91,1200,-17,,0,,0,
1004,4,7,17.66,1300,21,-84,0,0,0,0
1005,,,5.25,1200,-46,-48,0,0,0,0
1006,3,5,6.41,1100,-58,-9,1,1,0,0
1007,3,7,1.08,1300,-7,113,0,0,0,0
1008,,,2.25,1200,11,133,0,1,0,0
1009,3,3,6,1200,-34,-21,0,1,0,0
1010,5,5,28.16,1200,106,64,0,0,0,0
1011,,3,9.5,1200,-88,-113,1,1,0,0
1012,7,6,0.33,1200,-71,-53,0,0,0,0
1013,,,20.91,1200,320,,0,,0,
1014,4,1,21.25,1200,457,310,1,1,0,0
1015,,,8.25,1200,3,7,0,0,0,0
1016,3,6,15.5,1200,79,52,1,1,1,1
1017,4,4,3.91,1200,36,642,0,0,0,0
1018,7,8,15.83,1200,450,547,0,0,0,0
1019,7,8,18.66,1200,-67,-67,0,0,0,0
1020,3,6,10.41,1200,84,89,0,0,0,0
1021,,,0.33,1200,22,,0,,0,
1022,,,4.58,1200,4,,0,,0,
1023,5,6,5.66,1200,182,178,0,0,0,0
1024,3,6,9.41,1100,-76,489,0,0,0,0
1025,,,2.08,1200,-14,,0,,0,
1026,,,4,1300,406,,0,,0,
1027,5,6,1.16,1200,64,222,0,0,0,0
1028,,,3.41,1200,-70,,0,,0,
1029,,,1.33,1200,-89,,1,,1,
1030,4,1,9.41,1200,-10,6,0,0,0,0
1031,4,5,6.58,1200,-30,-30,0,0,0,0
1032,,,6.58,1200,-187,,0,,0,
1033,4,9,14.66,1200,496,876,1,1,1,0
1034,3,6,22.58,1200,60,-62,1,1,0,0
1035,2,7,0.41,1200,-20,-31,1,1,0,0
1036,7,6,10.91,1300,108,9,0,0,0,0
1037,3,7,10.5,1300,440,2922,0,0,0,0
1038,3,4,0.91,1200,261,308,0,0,0,0
1039,,,40,1100,651,712,0,0,0,0
1040,4,6,1,1200,-37,-43,1,1,0,0
1041,5,3,8.41,1300,-9,-22,0,0,0,0
1042,2,4,2.33,1200,114,,0,,0,
1043,2,1,2.83,1100,100,,0,,0,
1044,4,4,8.5,1100,-32,-35,0,0,0,0
1045,5,5,10.25,1100,-43,-35,0,0,0,0
1046,,,22.58,1200,-29,,0,,0,
1047,5,3,21.16,1200,118,23,0,0,0,0
1048,,,7.41,1300,82,51,0,0,0,0
1049,2,1,10,1200,-81,28,1,1,0,0
1050,7,4,1.83,1300,-16,0,0,0,0,0
1051,2,8,11,1200,-142,21,1,1,0,1
1052,,,14.66,1100,-25,,0,,0,
1053,4,3,2.41,1300,-23,-25,0,0,0,0
1054,4,5,6.83,1100,-54,35,0,0,0,0
1055,,,5.25,1100,-86,,0,,0,
1056,6,5,3.75,1200,354,368,0,0,0,0
1057,3,7,10.33,1200,236,221,0,0,0,0
1058,,,0.41,1200,-65,6,0,0,0,0
1059,3,1,3.33,1200,-29,-28,0,0,0,0
1060,3,5,4.75,1200,-9,-9,0,0,0,0
1061,4,8,6.08,1200,-48,-39,0,0,0,0
1062,5,7,27.83,1200,129,-33,0,0,0,0
1063,4,4,5.5,1200,-49,-34,0,0,0,0
1064,3,7,17.66,1200,29,68,0,0,0,0
1065,7,1,28.41,1300,136,117,0,0,0,0
1066,,,12.75,1200,0,-28,0,0,0,0
1067,2,7,9.5,1200,80,32,0,0,0,0
1068,7,4,10.41,1200,433,847,0,0,0,0
1069,6,4,31.25,1300,-61,-55,0,0,0,0
1070,6,1,16.16,1100,-57,-57,0,0,0,0
1071,2,3,3.91,1200,-55,-29,0,0,0,0
1072,,,0.41,1200,-83,,0,,0,
1073,,,21.16,1200,-18,224,0,0,0,0
1074,3,7,4.66,1300,323,183,0,0,0,0
1075,,,2.83,1200,502,-24,0,0,0,0
1076,2,1,4.25,1200,-38,-48,0,0,0,0
1077,3,5,3.41,1200,124,-29,1,1,1,0
1078,2,5,12.41,1200,1980,,0,,0,
1079,,,13.41,1200,-2,-1,0,0,0,0
1080,,,1.08,1300,-34,24,0,1,0,0
1081,7,2,20.5,1200,111,103,0,0,0,0
1082,,,1.25,1200,-33,,1,,0,
1083,2,5,4.75,1200,-27,-33,1,1,1,1
1084,,6,3.08,1200,71,65,0,1,0,0
1085,5,6,3.41,1200,65,31,0,0,0,0
1086,,,3.5,1200,161,,0,,0,
1087,7,4,31.83,1200,502,423,0,0,0,0
1088,,,20.5,1200,-30,10,0,0,0,0
1089,,6,6.08,1200,978,949,0,0,0,0
1090,,,19.33,1100,-67,,0,,0,
1091,6,2,7.75,1300,-78,-73,0,0,0,0
1092,,,3.75,1200,-3,621,0,0,0,0
1093,,,6.91,1200,37,0,0,0,0,0
1094,7,1,6.08,1300,-37,-53,0,0,0,0
1095,3,5,5.33,1300,68,56,1,1,0,0
1096,,,1.5,1100,-13,,1,,0,
1097,5,5,1.33,1200,-22,,0,,0,
1098,,,22.75,1300,-16,,0,,0,
1099,6,6,2.33,1200,-63,-62,0,0,0,0
1100,,,8.75,1100,-33,75,0,0,0,0
1101,,,6.41,1200,-116,,0,,0,
1102,,,24.25,1100,17,-15,0,0,0,0
1103,5,9,4.33,1200,-132,-160,0,0,0,0
1104,4,9,19.25,1200,546,1028,0,0,0,0
1105,4,8,18.75,1200,-19,-30,0,0,0,0
1106,5,5,30.08,1200,-37,-38,0,0,0,0
1107,5,8,5.08,1300,64,52,0,0,0,0
1108,2,7,7.41,1200,-96,-43,0,0,0,0
1109,,,12.83,1200,1,,0,,0,
1110,4,6,0.41,1200,39,40,0,1,0,0
1111,3,7,3.16,1200,647,335,0,0,0,0
1112,2,1,4.66,1200,-116,-191,0,0,0,0
1113,2,5,7.5,1200,-12,,1,,0,
1114,2,8,7.41,1200,207,213,0,0,0,0
1115,6,8,6.83,1200,-34,-22,0,0,0,0
1116,4,8,5.25,1200,-38,-19,0,0,0,0
1117,3,7,4.16,1200,-100,101,0,0,0,0
1118,4,2,4.33,1100,-20,-37,0,0,0,0
1119,2,4,3.75,1300,-29,-17,0,0,0,0
1120,7,8,4.66,1200,-49,11,0,0,0,0
1121,3,5,13.08,1200,101,,1,,0,
1122,,,0.41,1100,-55,,0,,0,
1123,,,1.58,1200,-7,,0,,0,
1124,5,3,5.33,1100,151,,0,,0,
1125,2,7,1.5,1300,24,38,0,0,0,0
1126,2,9,4.16,1200,192,429,1,1,0,0
